filepath,class,duration,feature_vec_length,spectral_centroid_min,spectral_centroid_max,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_min,spectral_rolloff_max,spectral_rolloff_mean,spectral_rolloff_std,spectral_bandwidth_min,spectral_bandwidth_max,spectral_bandwidth_mean,spectral_bandwidth_std,zero_crossing_rate_min,zero_crossing_rate_max,zero_crossing_rate_mean,zero_crossing_rate_std
fold10/100648-1-4-0.wav,car_horn,1.86,161,2221.6353059555095,5403.445256969769,3728.593946610015,760.603892922392,4048.2421875,10034.47265625,7652.579398777174,1066.0527880160173,2710.0285113128407,4520.778998765896,3423.543173611082,322.65109409354704,0.0224609375,0.17578125,0.10671219914596274,0.02924825675587383
fold2/100652-3-0-0.wav,dog_bark,4.0,345,1325.0130348046423,6424.288091460754,2315.3597969683947,509.9993389733484,2024.12109375,14771.77734375,3774.8641304347825,1369.934546802376,748.689272559928,6112.888424188712,2084.0517225051617,695.3219349640407,0.02783203125,0.1240234375,0.07704512001811595,0.01639559705706411
fold2/100652-3-0-1.wav,dog_bark,4.0,345,1348.3900871184321,3179.366486779882,2251.4673401656823,420.58789179726614,2002.587890625,6782.958984375,3472.6503057065215,1029.3028634704824,750.8227313123546,3142.574399349127,1934.0333004727331,640.1018718979627,0.037109375,0.109375,0.07912562273550725,0.013402490174350638
fold2/100652-3-0-2.wav,dog_bark,4.0,345,1439.1041256508402,3891.522487080996,2262.5655384970564,445.92387386700466,2045.654296875,7321.2890625,3554.2892323369565,1120.7173966779626,753.0229234828336,3138.943943157421,1980.0426409995034,649.0948296224676,0.0439453125,0.1123046875,0.07946954257246377,0.012439838924631911
fold2/100652-3-0-3.wav,dog_bark,4.0,345,1379.3854284731215,3823.4095810520366,2151.661252856658,403.6705368097932,2110.25390625,7278.22265625,3263.684612771739,921.7216980226846,782.5189477315591,3076.3293447732644,1825.0040701587084,625.1396038867546,0.0361328125,0.11572265625,0.0764252151268116,0.011314492247345109
fold10/100795-3-0-0.wav,dog_bark,4.0,345,1278.052422962295,3744.484170369804,2459.1574394801783,628.1455050074353,1571.923828125,9905.2734375,4276.494140625,1848.323761985798,765.2765759674675,5375.316111043451,2288.5919240801686,886.0382761609161,0.0,0.12548828125,0.07582370923913044,0.01504943917719154
fold10/100795-3-1-0.wav,dog_bark,4.0,345,1204.2196494066682,4042.908982160927,2388.81314063242,764.1768556561543,1550.390625,9453.076171875,4554.366083559783,2557.4418561946645,787.2515680276347,4022.2793606463665,2458.2631910789287,1036.816492444494,0.02197265625,0.1142578125,0.07044129302536233,0.016309754708295293
fold10/100795-3-1-1.wav,dog_bark,4.0,345,1220.2678792268298,3761.107832694346,2497.4248565697676,734.240640883155,1593.45703125,9043.9453125,4821.689877717391,2527.975592108696,735.6917177030228,3940.397346603516,2549.6131714850158,1037.2477136065413,0.0224609375,0.11083984375,0.07199388586956522,0.01488461541853401
fold10/100795-3-1-2.wav,dog_bark,4.0,345,1270.843287415023,4041.8593803474705,2391.968374380646,754.8606213535245,1614.990234375,9603.80859375,4478.90625,2515.0875299946993,730.9493181293944,4041.827229917903,2390.760509380211,1061.261201372204,0.0390625,0.1064453125,0.07155938632246377,0.013483792424673848
fold5/100852-0-0-0.wav,air_conditioner,4.0,345,2708.9395082873343,9786.652622286038,3124.4173967382458,576.5517762310228,4737.3046875,15654.638671875,5514.497282608696,1087.17507965908,2677.1008653798267,5647.380138268321,2931.0256884420514,312.07950741793945,0.0341796875,0.23681640625,0.10006935009057971,0.016464016718018264
fold5/100852-0-0-1.wav,air_conditioner,4.0,345,2712.3506181886205,5363.319433688422,3037.8277035806827,234.49489752164615,4737.3046875,10917.333984375,5344.977921195652,582.2514716691164,2637.0661106752877,4502.700368167558,2893.232689575434,205.4264664795845,0.05322265625,0.13818359375,0.09678583559782608,0.009032378599794479
fold5/100852-0-0-10.wav,air_conditioner,4.0,345,2691.0325460300405,4717.824284503407,3088.979431184229,242.69867231054553,4888.037109375,8828.61328125,5621.351902173913,604.2367067469455,2632.253368319812,4092.9219917304727,2892.6392560793056,196.14581444362258,0.05224609375,0.14208984375,0.09831153759057971,0.011138113694736343
fold5/100852-0-0-11.wav,air_conditioner,4.0,345,2660.1998694207578,4680.844488938862,3090.642799153531,240.11125224408087,4888.037109375,8764.013671875,5622.974694293478,570.8122475392162,2645.1580098979257,4116.530470140697,2880.200371190043,190.75575082017653,0.04931640625,0.142578125,0.09857195425724638,0.011215094152813692
fold5/100852-0-0-12.wav,air_conditioner,4.0,345,2676.678203281011,3661.5977475701798,3042.133181824877,144.02266338637105,4866.50390625,7105.95703125,5454.453974184783,299.05904780869207,2584.749792233066,3428.0714464241955,2807.7854611623675,121.6866720858039,0.0498046875,0.12646484375,0.09891304347826087,0.008592831818851636
fold5/100852-0-0-13.wav,air_conditioner,4.0,345,2783.5798417280143,3537.091243449103,3027.8729708248866,111.41575375424546,4931.103515625,6567.626953125,5384.985988451087,216.85236015206215,2592.6752800200693,3479.32709276391,2768.631122180296,91.74796317952776,0.0458984375,0.12060546875,0.1003226902173913,0.008374496262416188
fold5/100852-0-0-14.wav,air_conditioner,4.0,345,2731.724340062686,3580.276284277197,3035.997472189805,120.64119473733494,4737.3046875,6804.4921875,5386.858440896739,243.61923187789475,2579.412308881431,3719.3772764435053,2771.147165816525,113.38020071829789,0.0439453125,0.119140625,0.10130774456521739,0.008624850080394299
fold5/100852-0-0-15.wav,air_conditioner,4.0,345,2696.2209355795426,3555.0238361082247,3019.5751324775806,120.73346307488525,4758.837890625,6675.29296875,5354.277768342391,244.78785977161755,2557.6290241162674,3696.6113959630043,2772.2534299915233,115.269158728541,0.04931640625,0.119140625,0.09962777400362319,0.008473871607691478
fold5/100852-0-0-16.wav,air_conditioner,4.0,345,2735.4391985065786,3318.1168046192283,3025.1262541962064,106.68082860758759,4801.904296875,6050.830078125,5370.942595108696,210.07609131792634,2569.450893184868,3171.7429434680457,2773.1278538299493,79.75613198224148,0.0537109375,0.11962890625,0.09922724184782608,0.008024170889725804
fold5/100852-0-0-17.wav,air_conditioner,4.0,345,2716.94432404458,3260.690979204276,3022.3556032059228,103.35784898895963,4866.50390625,6201.5625,5378.307574728261,198.46013459109645,2585.6872534565828,3028.177312116448,2781.1278332415395,65.26246560897216,0.048828125,0.11767578125,0.0982039741847826,0.0076233401059291545
fold5/100852-0-0-18.wav,air_conditioner,4.0,345,2688.3291770486003,3369.236787599284,3012.85525527281,114.84857122797968,4844.970703125,6158.49609375,5365.574898097826,207.43597647145637,2561.4963932371165,3403.330168035097,2781.0220007228986,84.41853044598352,0.048828125,0.123046875,0.09885218523550725,0.008203906849580245
fold5/100852-0-0-19.wav,air_conditioner,4.0,345,2754.127358881968,3394.301488046066,3002.6063607492338,119.39744877535387,4844.970703125,6093.896484375,5358.896484375,206.98730715396403,2573.4422620911237,3433.4401115461465,2767.487806182973,86.65647137665309,0.04931640625,0.12255859375,0.09854364809782609,0.009134886652100795
fold5/100852-0-0-2.wav,air_conditioner,4.0,345,2683.2239210498187,3809.290739318726,3019.328694791847,152.21539669745096,4521.97265625,7945.751953125,5306.904721467391,341.2888618363991,2641.596758478733,3846.3387531814215,2885.2891299755324,152.5739353409029,0.04736328125,0.11962890625,0.09698680932971014,0.007967292157755053
fold5/100852-0-0-20.wav,air_conditioner,4.0,345,2755.805602812845,3891.7223936120486,3056.163379239947,200.868051020414,4866.50390625,7450.48828125,5542.022333559783,476.1450418762427,2596.4281033126413,3563.700475364325,2823.3823604172994,152.0415980795132,0.046875,0.13720703125,0.09811197916666667,0.01033989521140368
fold5/100852-0-0-21.wav,air_conditioner,4.0,345,2710.532269204909,3889.2152736472494,3065.5022019203943,191.3369703136617,4931.103515625,7428.955078125,5590.331606657609,455.59758680653596,2626.4755395007296,3555.623380425624,2832.2294378648066,150.03727597205577,0.05078125,0.1357421875,0.09712550951086957,0.00995365680193911
fold5/100852-0-0-22.wav,air_conditioner,4.0,345,2740.396095830575,3273.7754660083874,3010.5870093454027,94.8258337302392,4995.703125,5964.697265625,5469.371178668478,186.91492305715548,2608.056421334153,3024.4256332979617,2792.605544713812,70.83638509110551,0.0390625,0.1142578125,0.09538326539855073,0.00725763027601078
fold5/100852-0-0-23.wav,air_conditioner,4.0,345,2744.4722471196114,3333.1527072040817,3027.5051473059393,98.98524800773666,4974.169921875,6050.830078125,5513.623471467391,182.513118008392,2643.1655895562008,3291.437330632018,2815.6790994295366,74.11474583259702,0.05029296875,0.115234375,0.09736045063405797,0.007541839274128484
fold5/100852-0-0-24.wav,air_conditioner,4.0,345,2748.940780240309,3434.918512908598,3028.0483420019177,106.82044943371389,4780.37109375,6136.962890625,5496.33449388587,200.3175456475476,2467.9854603355398,3288.48020406308,2797.9918333549667,86.23865653256713,0.05615234375,0.1162109375,0.09825917119565217,0.007803737098279653
fold5/100852-0-0-25.wav,air_conditioner,4.0,345,2755.5443361037032,3451.740881232468,3035.352566929188,110.04474469396449,4780.37109375,6567.626953125,5513.685886548913,216.20393245254456,2469.515922307796,3255.025293302147,2795.1306140996476,81.1721369585754,0.0595703125,0.11474609375,0.09779495018115943,0.008304159082636068
fold5/100852-0-0-26.wav,air_conditioner,4.0,345,2788.0940912279257,3427.660668399333,3046.1687275551403,105.30178299133925,5081.8359375,6546.09375,5554.630180027174,205.78414236027464,2653.469858935138,3015.2208913499417,2815.4227309576945,68.59001324269686,0.0439453125,0.1181640625,0.09709720335144928,0.00885075601343836
fold5/100852-0-0-27.wav,air_conditioner,4.0,345,2752.104608148531,3356.2791362180023,3030.084960578612,100.87686879288184,4974.169921875,6266.162109375,5550.136294157609,202.77320006180562,2643.7249250761433,3091.7340000808367,2812.039383161199,70.4460587171067,0.05712890625,0.1201171875,0.09559273097826088,0.008109055899100364
fold5/100852-0-0-28.wav,air_conditioner,4.0,345,2716.04598599449,3386.6392573389912,3035.95575366744,100.04618605753285,4909.5703125,6201.5625,5579.096891983696,204.9814856223767,2642.875766797243,3139.9264346609493,2816.865304085138,76.08541052227541,0.04736328125,0.1171875,0.09573850769927536,0.008075615076978956
fold5/100852-0-0-29.wav,air_conditioner,4.0,345,2733.84244116889,4734.862301385812,3101.543115036417,214.98435602930624,5017.236328125,9087.01171875,5745.994819972826,502.6369251256537,2648.173288386931,4176.2969553783605,2891.532993170519,203.20972438749368,0.04638671875,0.140625,0.09684810914855073,0.010200489315736121
fold5/100852-0-0-3.wav,air_conditioner,4.0,345,2678.0008762825305,3773.599965981588,3010.51736373328,130.19690378024887,4629.638671875,7084.423828125,5313.208644701087,282.83699791739343,2644.372001226793,3451.8737821160025,2877.395451625989,125.56021013433771,0.048828125,0.11474609375,0.09621546648550725,0.007626298191605765
fold5/100852-0-0-30.wav,air_conditioner,4.0,345,2722.3414685041234,5637.178986079048,3178.0039234572187,399.4511810070625,5081.8359375,10357.470703125,5947.533118206522,854.1358072178472,2702.8884486674983,4477.6774981039725,2978.7695077920644,298.1801405277815,0.0546875,0.1708984375,0.09757557744565218,0.01455063360623967
fold5/100852-0-0-4.wav,air_conditioner,4.0,345,2712.240319001007,3702.6577030071835,3005.6843538461967,132.82078585881067,4780.37109375,7084.423828125,5326.315811820652,295.75520567574665,2516.9258334670526,3460.3959018780706,2844.666089126741,123.74503832779784,0.04833984375,0.1171875,0.09653249547101449,0.007828611231968988
fold5/100852-0-0-5.wav,air_conditioner,4.0,345,2664.0507202002955,3508.0003396619745,3011.7289846182093,129.6795359692532,4715.771484375,6481.494140625,5335.927734375,253.40695276776376,2514.375083727465,3238.6010072928552,2820.2108564303912,98.96374856723563,0.04833984375,0.11767578125,0.09806527400362319,0.007962971425280957
fold5/100852-0-0-6.wav,air_conditioner,4.0,345,2668.345448169822,3725.8478010417352,3039.9706091197004,146.10368109539803,4758.837890625,7105.95703125,5399.840777853261,304.18423974897377,2592.0761913511737,3267.493059928727,2832.531828025916,100.24699391981116,0.06591796875,0.12109375,0.09911260190217391,0.007755943725086443
fold5/100852-0-0-7.wav,air_conditioner,4.0,345,2626.3361903792384,4958.280761244528,3102.358491196108,277.28522950211163,4931.103515625,9323.876953125,5555.628821331522,645.7952910135854,2598.8028286566146,3978.2152349549906,2857.4161934535045,176.13204409214256,0.05078125,0.1767578125,0.10226024682971015,0.013321662944167293
fold5/100852-0-0-8.wav,air_conditioner,4.0,345,2677.872900233423,4967.5351295862665,3085.7407437045977,276.354803321534,4801.904296875,9323.876953125,5526.85546875,630.6006996850309,2606.3392181370878,3958.873985854317,2844.483976855545,174.16944281286712,0.05224609375,0.173828125,0.10173516757246377,0.013496793857939985
fold5/100852-0-0-9.wav,air_conditioner,4.0,345,2650.427672783399,3898.102664885899,3045.291760770251,156.71477209575565,4780.37109375,7730.419921875,5464.690047554348,371.296109429645,2648.053695432199,3524.87972916587,2840.345071532225,126.83676874009815,0.05224609375,0.125,0.09878425045289856,0.008728063918705418
fold6/101281-3-0-0.wav,dog_bark,4.0,345,0.0,5643.2748150329535,4003.565338039305,773.1403371426462,0.0,9883.740234375,7657.768766983696,1390.6615695421685,0.0,3814.109730176732,3098.962566968036,333.94046496718903,0.0,0.25341796875,0.14416751585144927,0.04550800045025678
fold6/101281-3-0-14.wav,dog_bark,4.0,345,2010.7340608099853,4975.315248867018,3661.283717635652,671.1405079916905,3100.78125,9173.14453125,6994.171620244565,1285.9212551164865,2182.95760841896,3451.732908581387,2976.8072269773875,261.7112118105123,0.025390625,0.193359375,0.12051913496376812,0.038935253060755556
fold6/101281-3-0-5.wav,dog_bark,4.0,345,1939.9080782044553,5425.811360038132,3496.528560906858,546.280987591885,3273.046875,9087.01171875,6385.187669836957,1213.4866667589424,1729.5597894488865,3333.429040577756,2791.6594348138483,275.2277990896218,0.0380859375,0.2138671875,0.12223873414855073,0.03135173605751392
fold10/101382-2-0-10.wav,children_playing,4.0,376,2276.5271995466474,5407.713041162573,3140.388295915546,489.3341007235257,2976.5625,11671.875,5128.698470744681,1660.0562066051918,1900.68712208659,5243.158391226815,3552.38683825953,771.0362332208283,0.03515625,0.14453125,0.07791072764295212,0.01948897625167266
fold10/101382-2-0-12.wav,children_playing,4.0,376,1972.1629043781536,4246.591729001562,3022.305690102137,388.2683603250888,3070.3125,10218.75,4849.131482712766,1025.8788171915237,1960.2411910157857,4608.979285280681,3282.0425065411205,609.0404366654295,0.03271484375,0.12353515625,0.07593942195811171,0.01780613737135422
fold10/101382-2-0-20.wav,children_playing,4.0,376,1759.4196735251617,5411.751594075877,2876.5897457886417,534.4730677498331,2109.375,10640.625,4824.260305851064,1522.999075394914,1698.0482211315766,5145.017567632326,3330.0405879875507,816.5622787797779,0.0341796875,0.126953125,0.06631534657579788,0.018383694348943696
fold10/101382-2-0-21.wav,children_playing,4.0,376,1547.392101295551,5220.703492008183,2941.743061272528,574.97063914527,2179.6875,10617.1875,4959.462267287234,1660.4792587581912,1552.4802317169845,5190.493933379155,3101.735167424985,849.5012427051639,0.0224609375,0.1396484375,0.07226432637965426,0.023647651250986126
fold10/101382-2-0-29.wav,children_playing,4.0,376,1835.6816346543644,5348.508785509379,3201.507638186944,605.3219060656996,2296.875,11156.25,5406.083776595745,1653.5601042703106,1878.4287232532943,5338.415829044097,3449.8429207344784,858.6786108181357,0.02197265625,0.16455078125,0.07796007521609043,0.023812428128138934
fold10/101382-2-0-33.wav,children_playing,4.0,376,2301.909201755964,4274.8699420030425,3164.7569694798453,389.2158323770889,2906.25,8929.6875,5259.599401595745,1299.0948567917562,2060.1090406454246,4898.169131624277,3569.0358305085647,735.0224072831965,0.02880859375,0.13330078125,0.07878989361702128,0.017773042353096836
fold10/101382-2-0-42.wav,children_playing,4.0,376,2063.37857758429,6627.248446722942,3329.0305281836836,690.6687566424005,2625.0,12539.0625,5999.625997340426,1959.6452475905999,2354.2604575582864,5585.046226097988,3918.8704223564846,709.9759546925349,0.03759765625,0.12890625,0.07090207363696809,0.01741784103472284
fold10/101382-2-0-45.wav,children_playing,4.0,376,2124.7812173516704,5737.79662445309,3493.677922925819,608.9124169760349,2765.625,11296.875,6310.359873670212,1798.9091270615552,2937.7713567410888,5367.518563618467,4387.741988196357,551.9654897612065,0.0224609375,0.138671875,0.07022549243683511,0.019167513083432675
fold1/101415-3-0-2.wav,dog_bark,4.0,376,775.3386014997666,5546.142026464104,2389.9319428336075,1299.5490640806302,632.8125,13640.625,5303.731715425532,4282.440098286783,1456.3446675393793,6776.821054224071,4025.068469940234,1781.029970396831,0.0048828125,0.0869140625,0.024769884474734043,0.010400173874690683
fold1/101415-3-0-3.wav,dog_bark,4.0,376,779.1614126940622,5562.72394980779,1733.3638622893245,1142.7621961472396,609.375,11648.4375,2977.123503989362,3486.772978454828,1582.545848213822,6292.570703738817,3136.3593210657727,1445.3308444825318,0.0068359375,0.08203125,0.022149268617021278,0.008871384958639806
fold1/101415-3-0-8.wav,dog_bark,4.0,376,850.2744072345668,6665.652362751576,2887.708056166815,1057.1030543612335,890.625,13781.25,6958.44414893617,3766.9084368266786,1410.6089021364553,6826.972539516647,4665.85767086603,1565.3813227641228,0.00537109375,0.09423828125,0.030307201628989363,0.016174205207264883
fold9/101729-0-0-1.wav,air_conditioner,4.0,376,5491.813931020999,9740.564176241702,7104.620430789252,579.0038764181359,10453.125,14789.0625,12411.963929521276,634.8705122121075,4138.894333661192,5993.7409483999845,5085.61000469281,488.0222950619908,0.09619140625,0.310546875,0.21131669714095744,0.040894327913961886
fold9/101729-0-0-11.wav,air_conditioner,4.0,376,5356.581874487858,9683.02654441402,6767.614770377907,859.197969737994,10265.625,14835.9375,12962.12184175532,1030.3571353867565,4076.239744135494,6690.025941140559,5594.26421023985,894.5323734423542,0.0458984375,0.2939453125,0.16055362782579788,0.06696435001105168
fold9/101729-0-0-12.wav,air_conditioner,4.0,376,5810.972490984512,9755.757490244861,7031.1266455880705,689.0148514415586,10617.1875,14718.75,12727.933843085106,820.0423835460739,4086.024823341076,6645.025851937008,5316.827679261836,733.5991275757519,0.0576171875,0.29833984375,0.18795711436170212,0.05539230911971139
fold9/101729-0-0-13.wav,air_conditioner,4.0,376,5743.4246213856795,9493.28275459648,7113.866158002721,553.8690894456033,10453.125,14554.6875,12467.87732712766,600.8468966212814,4021.452800490699,5919.783835025205,5143.589712289846,497.75917993705673,0.05908203125,0.29150390625,0.20379119223736702,0.037871302446612055
fold9/101729-0-0-14.wav,air_conditioner,4.0,376,5317.571397643744,9506.336121071472,6823.32303022386,698.0292728126483,10593.75,14648.4375,12697.57729388298,772.7401178447401,4039.170772583299,6634.302595718581,5447.715626721182,707.8794248139677,0.0390625,0.2822265625,0.173828125,0.05644670906128192
fold9/101729-0-0-16.wav,air_conditioner,4.0,376,5334.18911127373,9067.289693632454,6467.701281125894,885.6273547165756,10265.625,15773.4375,13723.404255319148,1188.7049562467114,4156.14682995089,7000.034700855819,5962.957145990867,975.9640800763514,0.03759765625,0.28857421875,0.13355271359707446,0.07217917952527039
fold9/101729-0-0-17.wav,air_conditioner,4.0,376,5083.764617565016,9449.196806380562,6477.85717554793,891.9591640982297,10335.9375,16195.3125,13976.479388297872,1262.8765050222419,4154.318678163108,7174.979385381652,6067.798372708729,1010.3902905713109,0.041015625,0.2900390625,0.12625836311502658,0.07210388757899903
fold9/101729-0-0-18.wav,air_conditioner,4.0,376,5106.427890887751,9480.739835256798,6487.674375036195,906.7257604937967,10335.9375,16054.6875,14019.053357712766,1323.0614589182592,4160.885058893422,7153.794680410187,6058.067289696865,1046.4929293702503,0.02734375,0.28662109375,0.12867769281914893,0.07192404225607352
fold9/101729-0-0-19.wav,air_conditioner,4.0,376,5102.137491788057,9076.65308462935,6459.614381732343,896.3383718312656,10406.25,16054.6875,14005.65159574468,1347.8231396507008,4157.297002114148,7218.250494946148,6053.464416274,1043.3683072103245,0.025390625,0.2734375,0.1312074052526596,0.06979398513010199
fold9/101729-0-0-21.wav,air_conditioner,4.0,376,5263.455180313159,9479.287487078558,6451.765284302404,889.8338647634823,10500.0,16335.9375,14249.56366356383,1357.4901759809168,4159.38506187546,7238.728661802487,6163.857779626737,1045.551457477632,0.0234375,0.28173828125,0.12719856424534576,0.07207990298847891
fold9/101729-0-0-22.wav,air_conditioner,4.0,376,5273.064256766603,9280.994621829119,6470.084811881633,846.1364514651631,10500.0,16289.0625,14254.488031914894,1398.3917596607482,4172.144048959512,7247.389817080586,6155.34649964443,1062.2474557698758,0.0361328125,0.287109375,0.12462599734042554,0.07320710511229203
fold9/101729-0-0-23.wav,air_conditioner,4.0,376,5373.078096874004,8933.891402120473,6547.223098986302,876.6410905380587,10289.0625,16289.0625,14017.619680851063,1361.5470351507595,4145.557545206835,7179.633918304368,5999.7683997159,1081.6305622828108,0.03076171875,0.27490234375,0.13202943193151595,0.07387749606641777
fold9/101729-0-0-24.wav,air_conditioner,4.0,376,5302.381496106705,8942.4756130454,6560.040285941298,886.2911020300552,10242.1875,16242.1875,13849.50548537234,1379.1161872165328,4094.3728449944947,7167.085450421056,5923.160889683705,1085.3745102001012,0.04736328125,0.287109375,0.1378199800531915,0.07374121593937358
fold9/101729-0-0-26.wav,air_conditioner,4.0,376,5241.459053842363,9865.400290657284,6550.674946822082,908.1580283007485,10289.0625,16453.125,13859.91522606383,1354.687718211797,4157.666866302601,7154.135206933032,5962.109204262282,1039.2127942569434,0.041015625,0.291015625,0.13712521816821807,0.07443020268636452
fold9/101729-0-0-28.wav,air_conditioner,4.0,376,5210.211682259981,9741.475007700341,6534.336048426914,776.7030129105541,10265.625,16054.6875,13662.31715425532,1224.1741034333727,4152.020180953908,7101.76295568475,5975.35438088529,934.5954191932593,0.044921875,0.28271484375,0.13405268243018617,0.06961858592298298
fold9/101729-0-0-29.wav,air_conditioner,4.0,376,5320.5911859204625,9685.060965500099,6654.1075264240235,814.4756290010744,10289.0625,15328.125,13499.501329787234,1002.9094226945662,4159.268308459761,6896.501939050462,5876.667220937995,884.0094809950858,0.046875,0.298828125,0.13967830576795212,0.06999521653430973
fold9/101729-0-0-3.wav,air_conditioner,4.0,376,5585.721117049459,9763.396504139928,7078.084785473492,638.2563813052876,10218.75,15046.875,12420.939993351063,697.4174112302123,4069.3531808378784,5881.0926659761035,5156.01261069426,543.7250987973744,0.072265625,0.3134765625,0.1980850544381649,0.043439255930811965
fold9/101729-0-0-32.wav,air_conditioner,4.0,376,5401.628856138856,9610.030763863488,6805.150512164213,921.6524990973842,10382.8125,14906.25,13366.294049202128,799.6387723767162,4144.017785054727,6681.722279657121,5703.138718113645,835.9745043037826,0.0380859375,0.30029296875,0.1542007770944149,0.06880034367000308
fold9/101729-0-0-33.wav,air_conditioner,4.0,376,5545.8316253002595,9581.062334943379,6796.594128803444,937.7855157401594,11132.8125,15046.875,13460.60505319149,712.2862513845586,4168.2998466008075,6645.006769570737,5720.165110687393,840.8757683174841,0.0302734375,0.29345703125,0.15400728266289893,0.07225680938360969
fold9/101729-0-0-36.wav,air_conditioner,4.0,376,5161.727504026927,10019.700999737328,6671.139473547009,877.8319129707736,10828.125,15234.375,13358.751662234043,790.5262541731073,4219.0391089976665,6770.652424191749,5792.82227504593,829.1102690529483,0.05322265625,0.29248046875,0.14759599401595744,0.06789768332414955
